H,seed,target,lead_minutes,n,n_coverage,mae,median_ae,p90_ae,cov50,cov80,cov90,cov90_status,w50,w80,w90
8,20260813,T_IB_REMAINING_HAZARD,0,101,101,3.803442,3.720724,7.126769,0.405941,0.742574,0.792079,,5.594059,14.356436,19.356436
8,20260813,T_IB_REMAINING_HAZARD,30,65,65,20.132761,17.83587,33.653688,0.0,0.169231,0.4,,5.615385,15.461538,19.769231
8,20260813,T_IB_REMAINING_HAZARD,60,39,39,55.392395,53.698355,72.816602,0.0,0.0,0.0,,6.282051,15.128205,20.0
8,20260813,T_IB_REMAINING_HAZARD,120,12,12,109.256236,109.022017,131.392655,0.0,0.0,0.0,,5.416667,10.833333,20.0
8,20260813,D_OB,0,223,69,2.141152,1.848077,5.067403,0.231884,0.405797,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.779076,3.04946,
8,20260813,D_OB,30,635,239,4.018516,1.956914,11.009937,0.142259,0.230126,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.762273,3.041116,
8,20260813,D_OB,60,439,220,11.779501,2.004976,43.0,0.154545,0.172727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.741346,3.032007,
8,20260813,D_OB,120,174,72,18.954333,2.008349,79.0,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.672144,2.909272,
8,20260813,D_OB,180,77,18,14.624484,1.947364,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.6384,2.913384,
8,20260813,D_OB,240,56,12,5.395093,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.652286,3.015926,
8,20260813,D_OB,300,40,9,5.693646,2.044068,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.652731,2.971619,
8,20260813,D_OB,360,16,0,0.524758,0.0,2.093804,,,,,,,
8,20260813,D_OB,420,11,0,0.207319,0.0,0.0,,,,,,,
8,20260813,D_TX,0,160,47,0.85625,0.0,3.0,0.404255,0.744681,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.915308,3.083095,
8,20260813,D_TX,30,608,288,2.820724,0.0,10.0,0.232639,0.402778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.930111,3.115486,
8,20260813,D_TX,60,473,274,5.391121,2.0,11.0,0.156934,0.251825,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.947868,3.141371,
8,20260813,D_TX,120,214,147,12.831776,5.0,44.0,0.142857,0.190476,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.94646,3.141104,
8,20260813,D_TX,180,85,44,7.952941,2.0,11.0,0.272727,0.272727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.919076,3.083434,
8,20260813,D_TX,240,57,33,3.526316,2.0,11.0,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.902822,3.069053,
8,20260813,D_TX,300,43,19,3.395349,0.0,11.0,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.892213,3.082238,
8,20260813,D_TX,360,16,0,0.0,0.0,0.0,,,,,,,
8,20260813,D_TX,420,11,0,0.0,0.0,0.0,,,,,,,
8,20260814,T_IB_REMAINING_HAZARD,0,101,101,3.762032,3.486674,6.545177,0.534653,0.792079,0.792079,,7.920792,15.0,20.0
8,20260814,T_IB_REMAINING_HAZARD,30,65,65,19.71116,17.507411,33.480715,0.0,0.138462,0.415385,,7.461538,15.0,20.0
8,20260814,T_IB_REMAINING_HAZARD,60,39,39,55.036971,53.480223,71.454257,0.0,0.0,0.0,,8.333333,15.0,20.0
8,20260814,T_IB_REMAINING_HAZARD,120,12,12,107.660076,107.023617,129.48085,0.0,0.0,0.0,,7.5,15.0,20.0
8,20260814,D_OB,0,223,69,2.470499,2.086768,4.708476,0.231884,0.405797,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.794802,2.873907,
8,20260814,D_OB,30,635,239,4.137642,2.12788,10.857756,0.142259,0.225941,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.791196,2.870758,
8,20260814,D_OB,60,439,220,11.47793,2.141756,40.783745,0.159091,0.172727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.78836,2.872326,
8,20260814,D_OB,120,174,72,18.925009,2.100657,76.963439,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.737989,2.799734,
8,20260814,D_OB,180,77,18,14.945745,2.081736,20.912407,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.739959,2.79981,
8,20260814,D_OB,240,56,12,6.133814,2.173793,20.955609,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.765203,2.79925,
8,20260814,D_OB,300,40,9,6.36434,2.195497,20.963053,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.774902,2.804633,
8,20260814,D_OB,360,16,0,2.129893,2.13378,2.181957,,,,,,,
8,20260814,D_OB,420,11,0,2.167931,2.150199,2.22757,,,,,,,
8,20260814,D_TX,0,160,47,0.976727,0.0,3.0,0.255319,0.744681,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.787711,2.874259,
8,20260814,D_TX,30,608,288,2.838862,1.0,10.0,0.197917,0.402778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.791822,2.889744,
8,20260814,D_TX,60,473,274,5.352807,2.00143,11.0,0.153285,0.251825,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.805672,2.926222,
8,20260814,D_TX,120,214,147,12.717137,3.5,44.0,0.142857,0.190476,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.80331,2.925046,
8,20260814,D_TX,180,85,44,7.742723,2.0,11.0,0.272727,0.272727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.780606,2.875841,
8,20260814,D_TX,240,57,33,3.279221,2.0,11.0,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.77531,2.912863,
8,20260814,D_TX,300,43,19,3.44653,0.0,11.0,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.787958,2.971274,
8,20260814,D_TX,360,16,0,0.0,0.0,0.0,,,,,,,
8,20260814,D_TX,420,11,0,0.0,0.0,0.0,,,,,,,
8,20260815,T_IB_REMAINING_HAZARD,0,101,101,5.681761,4.795466,11.593054,0.108911,0.178218,0.217822,,4.207921,9.90099,13.316832
8,20260815,T_IB_REMAINING_HAZARD,30,65,65,15.548745,13.498735,30.385899,0.092308,0.307692,0.384615,,4.461538,11.769231,15.153846
8,20260815,T_IB_REMAINING_HAZARD,60,39,39,50.935971,50.673341,70.744186,0.0,0.051282,0.051282,,5.512821,13.333333,14.74359
8,20260815,T_IB_REMAINING_HAZARD,120,12,12,107.358892,106.727496,129.477327,0.0,0.0,0.0,,0.0,0.0,0.833333
8,20260815,D_OB,0,223,69,1.578475,0.0,7.0,0.275362,0.405797,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.188951,3.256417,
8,20260815,D_OB,30,635,239,3.554331,0.0,13.0,0.16318,0.230126,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.221313,3.278804,
8,20260815,D_OB,60,439,220,11.496583,1.0,43.0,0.172727,0.172727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.254072,3.292291,
8,20260815,D_OB,120,174,72,18.58046,0.0,79.0,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.20092,3.263762,
8,20260815,D_OB,180,77,18,13.87013,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.276736,3.304421,
8,20260815,D_OB,240,56,12,4.928571,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.268005,3.274838,
8,20260815,D_OB,300,40,9,5.175,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.276511,3.300451,
8,20260815,D_OB,360,16,0,0.0,0.0,0.0,,,,,,,
8,20260815,D_OB,420,11,0,0.0,0.0,0.0,,,,,,,
8,20260815,D_TX,0,160,47,0.85625,0.0,3.0,0.404255,0.744681,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.088294,3.249586,
8,20260815,D_TX,30,608,288,2.908448,1.0,10.0,0.232639,0.402778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.056427,3.206536,
8,20260815,D_TX,60,473,274,5.546722,2.839356,11.0,0.156934,0.251825,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.011926,3.125133,
8,20260815,D_TX,120,214,147,12.956644,4.5,44.0,0.163265,0.190476,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.990881,3.089261,
8,20260815,D_TX,180,85,44,8.463664,2.455024,11.0,0.272727,0.272727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.010597,3.161609,
8,20260815,D_TX,240,57,33,4.102704,2.529238,11.0,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.95644,3.102217,
8,20260815,D_TX,300,43,19,3.982884,2.534846,8.949997,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.899552,3.036344,
8,20260815,D_TX,360,16,0,2.64562,2.62228,2.774991,,,,,,,
8,20260815,D_TX,420,11,0,2.620826,2.623029,2.628647,,,,,,,
8,20260816,T_IB_REMAINING_HAZARD,0,101,101,3.971048,3.675719,6.967423,0.60396,0.782178,0.792079,,9.108911,17.178218,23.316832
8,20260816,T_IB_REMAINING_HAZARD,30,65,65,18.698596,17.015671,31.977744,0.0,0.261538,0.538462,,9.230769,17.769231,23.769231
8,20260816,T_IB_REMAINING_HAZARD,60,39,39,53.982432,51.769016,71.583406,0.0,0.0,0.0,,10.0,17.307692,24.102564
8,20260816,T_IB_REMAINING_HAZARD,120,12,12,107.33732,106.633827,129.258425,0.0,0.0,0.0,,8.333333,15.0,20.833333
8,20260816,D_OB,0,223,69,1.716449,0.0,7.0,0.231884,0.318841,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.250988,3.44427,
8,20260816,D_OB,30,635,239,3.659447,0.0,13.0,0.142259,0.209205,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.218355,3.404998,
8,20260816,D_OB,60,439,220,11.457741,2.0,43.0,0.159091,0.177273,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.174549,3.3597,
8,20260816,D_OB,120,174,72,18.57363,0.0,79.0,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.063062,3.266592,
8,20260816,D_OB,180,77,18,13.838572,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.021602,3.245386,
8,20260816,D_OB,240,56,12,4.928571,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.995552,3.208555,
8,20260816,D_OB,300,40,9,5.175,0.0,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.940959,3.13678,
8,20260816,D_OB,360,16,0,0.0,0.0,0.0,,,,,,,
8,20260816,D_OB,420,11,0,0.0,0.0,0.0,,,,,,,
8,20260816,D_TX,0,160,47,2.038719,2.197233,2.317824,0.404255,0.765957,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.228182,3.470328,
8,20260816,D_TX,30,608,288,3.151086,2.209168,7.671839,0.232639,0.423611,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.21196,3.462847,
8,20260816,D_TX,60,473,274,5.187079,2.25376,8.880269,0.156934,0.284672,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.189345,3.462033,
8,20260816,D_TX,120,214,147,12.119878,2.661057,41.746719,0.142857,0.258503,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.171365,3.431735,
8,20260816,D_TX,180,85,44,7.920838,2.399234,8.715532,0.272727,0.272727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.176726,3.385969,
8,20260816,D_TX,240,57,33,3.327888,2.424892,8.702286,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.144587,3.331587,
8,20260816,D_TX,300,43,19,3.813302,2.423671,8.746125,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.113799,3.30723,
8,20260816,D_TX,360,16,0,2.329271,2.379157,2.404193,,,,,,,
8,20260816,D_TX,420,11,0,2.322848,2.343624,2.370181,,,,,,,
8,20260817,T_IB_REMAINING_HAZARD,0,101,101,3.954974,3.550017,7.839061,0.514851,0.772277,0.792079,,7.425743,15.891089,20.049505
8,20260817,T_IB_REMAINING_HAZARD,30,65,65,19.378776,17.60811,33.613325,0.0,0.2,0.4,,7.461538,16.0,20.0
8,20260817,T_IB_REMAINING_HAZARD,60,39,39,54.115862,51.99051,70.230531,0.0,0.0,0.0,,8.333333,16.282051,20.25641
8,20260817,T_IB_REMAINING_HAZARD,120,12,12,108.851387,108.734994,131.113267,0.0,0.0,0.0,,5.833333,10.833333,17.083333
8,20260817,D_OB,0,223,69,1.701175,0.0,6.0,0.231884,0.304348,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.118514,3.214257,
8,20260817,D_OB,30,635,239,3.837569,1.0,11.504334,0.142259,0.192469,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.087493,3.186072,
8,20260817,D_OB,60,439,220,11.543562,2.390296,43.0,0.159091,0.177273,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.034495,3.159611,
8,20260817,D_OB,120,174,72,18.701681,2.33552,79.0,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.000464,3.167235,
8,20260817,D_OB,180,77,18,14.592009,2.383943,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.934477,3.095243,
8,20260817,D_OB,240,56,12,6.600144,2.361526,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.852857,2.993882,
8,20260817,D_OB,300,40,9,6.597488,2.475835,20.811723,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.817753,2.991419,
8,20260817,D_OB,360,16,0,2.430686,2.42913,2.468048,,,,,,,
8,20260817,D_OB,420,11,0,2.436747,2.413123,2.482962,,,,,,,
8,20260817,D_TX,0,160,47,0.85625,0.0,3.0,0.404255,0.659574,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.384986,4.003488,
8,20260817,D_TX,30,608,288,2.792191,0.0,10.0,0.232639,0.423611,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.333751,3.914111,
8,20260817,D_TX,60,473,274,5.386193,2.0,11.0,0.156934,0.291971,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.236063,3.754942,
8,20260817,D_TX,120,214,147,12.788053,4.0,44.0,0.142857,0.251701,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.196509,3.691579,
8,20260817,D_TX,180,85,44,7.654597,2.0,11.0,0.272727,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.294444,3.879193,
8,20260817,D_TX,240,57,33,3.246852,2.0,11.0,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.234122,3.774645,
8,20260817,D_TX,300,43,19,3.395349,0.0,11.0,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.114129,3.558266,
8,20260817,D_TX,360,16,0,0.0,0.0,0.0,,,,,,,
8,20260817,D_TX,420,11,0,0.0,0.0,0.0,,,,,,,
16,20260813,T_IB_REMAINING_HAZARD,0,101,101,6.221442,4.949673,13.596441,0.425743,0.752475,0.792079,,9.207921,24.059406,33.663366
16,20260813,T_IB_REMAINING_HAZARD,30,65,65,16.345718,14.614463,29.230945,0.123077,0.461538,0.738462,,7.692308,23.615385,34.153846
16,20260813,T_IB_REMAINING_HAZARD,60,39,39,50.303563,49.103364,65.462794,0.0,0.0,0.0,,10.128205,25.128205,36.025641
16,20260813,T_IB_REMAINING_HAZARD,120,12,12,109.21356,109.201622,132.521715,0.0,0.0,0.0,,2.5,11.25,17.916667
16,20260813,D_OB,0,223,69,2.544934,2.223174,4.676177,0.231884,0.405797,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.828959,3.121668,
16,20260813,D_OB,30,635,239,4.185442,2.285287,10.668484,0.142259,0.230126,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.835855,3.128479,
16,20260813,D_OB,60,439,220,11.536625,2.296232,40.662491,0.159091,0.172727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.871055,3.167692,
16,20260813,D_OB,120,174,72,18.944764,2.287861,77.778858,0.152778,0.152778,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.791603,3.06191,
16,20260813,D_OB,180,77,18,14.97322,2.248463,20.705841,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.855732,3.150032,
16,20260813,D_OB,240,56,12,6.636568,2.240266,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.978087,3.277754,
16,20260813,D_OB,300,40,9,6.757256,2.244018,23.0,0.0,0.0,,NOT_DEFINED_FROZEN_QUANTILE_GRID,1.978795,3.273198,
16,20260813,D_OB,360,16,0,0.926206,0.0,2.244086,,,,,,,
16,20260813,D_OB,420,11,0,0.822054,0.0,2.270565,,,,,,,
16,20260813,D_TX,0,160,47,1.656395,2.217568,2.793258,0.425532,0.808511,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.485741,3.952388,
16,20260813,D_TX,30,608,288,3.002051,2.663292,8.0,0.253472,0.458333,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.49411,3.980771,
16,20260813,D_TX,60,473,274,5.132949,2.703466,11.0,0.189781,0.324818,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.485596,4.001204,
16,20260813,D_TX,120,214,147,12.111118,2.729189,41.490343,0.197279,0.258503,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.466777,3.997293,
16,20260813,D_TX,180,85,44,7.405005,2.334539,8.201038,0.272727,0.272727,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.440255,3.930162,
16,20260813,D_TX,240,57,33,3.17322,2.716637,8.193087,0.363636,0.363636,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.44749,3.990323,
16,20260813,D_TX,300,43,19,3.942872,2.722234,8.216905,0.368421,0.368421,,NOT_DEFINED_FROZEN_QUANTILE_GRID,2.432181,4.055515,
16,20260813,D_TX,360,16,0,2.72419,2.705847,2.764503,,,,,,,
16,20260813,D_TX,420,11,0,2.69739,2.701308,2.704307,,,,,,,
