SOURCE,RAW_COLUMN,CANONICAL_FIELD,PRE_OUTPUT,M1_FIELD,ROLE,DTYPE,UNIT,TRANSFORMATION,MISSING_RULE,AVAILABILITY_RULE,TRAIN_FIT_REQUIRED,LEAKAGE_RISK,FEATURE_DECISION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.ib_realized.fallback_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.ob_realized.missing_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.ob_realized.stale_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.ob_realized.fallback_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.to_realized.missing_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.to_realized.stale_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
bts_ontime,ArrTime;DepTime;WheelsOff,realized_operational_event,decision_node.operational_stage,state.to_realized.fallback_mask,DYNAMIC_MODEL_FEATURE,float32,binary,declared_replay_event_to_realized_state_flag,zero_with_mask_or_not_applicable,DECLARED_EVENT_TIME_REPLAY_CUTOFF_GATED,False,LOW,REMOVE_NO_INFORMATION
noaa_isd,CIG,current_weather,current_weather.ceiling_base_m,weather.ceiling_base_m.unlimited_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,TMP,current_weather,current_weather.temperature_c,delta.weather.temperature_c.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,DEW,current_weather,current_weather.dewpoint_c,delta.weather.dewpoint_c.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,WND,current_weather,current_weather.wind_speed_mps,delta.weather.wind_speed_mps.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,REM,current_weather,current_weather.qnh_hpa,delta.weather.qnh_hpa.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,VIS,current_weather,current_weather.visibility_m,delta.weather.visibility_m.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,CIG,current_weather,current_weather.ceiling_base_m,delta.weather.ceiling_base_m.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
bts_ontime+timezone_reference,FlightDate;CRSDepTime;iata;timezone,scheduled_departure_utc,schedule_reference.scheduled_departure_utc,delta.schedule.signed_minutes_to_crs_departure.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,minutes_or_binary,UTC_countdown_then_train_standardize/delta/mask,zero_with_mask_or_not_applicable,SCHEDULE_REFERENCE_ASSUMPTION,False,LOW,REMOVE_NO_INFORMATION
noaa_isd,TMP,current_weather,current_weather.temperature_c,ar.weather.temperature_c.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,DEW,current_weather,current_weather.dewpoint_c,ar.weather.dewpoint_c.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,WND,current_weather,current_weather.wind_speed_mps,ar.weather.wind_speed_mps.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,REM,current_weather,current_weather.qnh_hpa,ar.weather.qnh_hpa.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,VIS,current_weather,current_weather.visibility_m,ar.weather.visibility_m.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,CIG,current_weather,current_weather.ceiling_base_m,ar.weather.ceiling_base_m.derived_missing_mask,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,LOW,KEEP_MODEL_FEATURE
noaa_isd,DATE,current_weather,current_weather.observation_age,weather.observation_age_minutes,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,True,MEDIUM,KEEP_MODEL_FEATURE
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.DIRECT,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,KEEP_MODEL_FEATURE
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.DERIVED,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.DOMAIN_PROXY,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.EMPIRICAL_REFERENCE,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.EXTERNAL_STANDARD,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.SCENARIO_PARAMETER,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.evidence.UNSUPPORTED,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,KEEP_MODEL_FEATURE
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.DIRECT,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.DERIVED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.DOMAIN_PROXY,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.EMPIRICAL_REFERENCE,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
